date,discharge,month,year,average_percentage,percentile,percentile_range
2022-07-01,51.232,7,2022,-0.386,0.325,Normal range
2022-08-01,12.680,8,2022,-0.827,0.049,Low flow
2022-09-01,7.196,9,2022,-0.901,0.048,Low flow
2022-10-01,3.041,10,2022,-0.942,0.025,Low flow
2022-11-01,9.309,11,2022,-0.848,0.189,Below normal
2022-12-01,1.818,12,2022,-0.923,0.083,Low flow
2023-01-01,0.596,1,2023,-0.955,0.030,Low flow
2023-02-01,0.441,2,2023,-0.988,0.054,Low flow
2023-03-01,1.990,3,2023,-0.952,0.211,Below normal
2023-04-01,3.149,4,2023,-0.929,0.162,Below normal
2023-05-01,2.077,5,2023,-0.963,0.108,Low flow
2023-06-01,1.927,6,2023,-0.976,0.053,Low flow
2023-07-01,10.874,7,2023,-0.870,0.125,Low flow
2023-08-01,31.802,8,2023,-0.565,0.220,Below normal
2023-09-01,33.241,9,2023,-0.541,0.310,Normal range
2023-10-01,8.099,10,2023,-0.846,0.075,Low flow
2023-11-01,,11,2023,,,
2023-12-01,,12,2023,,,
2024-01-01,,1,2024,,,
2024-02-01,3.726,2,2024,-0.900,0.432,Normal range
2024-03-01,109.338,3,2024,1.611,0.947,High flow
2024-04-01,112.530,4,2024,1.522,0.838,Above normal
